IMPORTADOR,PROVEEDOR,DESPACHO,CONOCIMIENTO,FECHA,ITEM,POSICION ARANCELARIA,RUBRO,DESCRIPCION DE LA POSICION,MERCADERIA,DESTINACION,REGIMEN,ADUANA,MEDIO,PAIS ORIGEN,PAIS PROCEDENCIA,VALOR FOB U$S,VALOR FLETE U$S,VALOR SEGURO U$S,VALOR CIF U$S,CANTIDAD,UNIDAD MEDIDA,PRECIO UNITARIO,KGS BRUTO,KGS NETO,SUBITEM,DESCRIPCION SUBITEM,MARCA SUBITEM,CANTIDAD SUBITEM,PRECIO UNITARIO SUBITEM,FOB SUBITEM,DESPACHANTE,ESTADO,FACTURA,VALOR FACTURA,COTIZACION,CANAL,USO,IMPONIBLE U$S,IMPONIBLE GS,AJUSTE A INCLUIR,AJUSTE A DEDUCIR,ACUERDO,DERECHO,ISC,RENTA,IVA,TOTAL,VALOR FINAL,VALOR FINAL POR CANTIDAD
LUNA VANESA SAUEL,GUANGZHOU MECAN MEDCIAL LIMITED,22DA000000037918,8049227885,2022-02-18,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMASAPARATOS DE DIAGNOSTICO POR EXPLORACION ULTRASÂ¿NICA EN:(01) UNA UNIDAD ULTRASON (ECOGRAFO),IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,"4750,00","180,00","47,50","4977,50","1,00",UNIDAD,"4750,00","11,80","11,80",,,,,,,CODAS JACQUET HORACIO,CANC,MC20211207L02 (DOLAR ESTADOUNIDENSE),"4750,00","6939,02",R,NUEVO,"4977,50","34538972,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","4539579,00","4712274,00","5656,60","5656,597913"
TECHMED SOCIEDAD DE RESPONSABILIDAD LIMITADA,BISTOS CO.LTD,22DA000000044623,776153468270,2022-03-25,2,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,4 UNIDADES DE DE DOPPLER FETAL MOD.BT-200C,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,COREA DEL SUR,"140,00","50,41","1,40","191,81","4,00",UNIDAD,"35,00","1,60","1,40",,,,,,,DELVALLE MARCIAL,CANC,BT22-0228-0171 (DOLAR ESTADOUNIDENSE),"3475,00","6963,91",V,NUEVO,"191,81","1335748,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","135388,00","147483,00","212,99","53,24704717"
LA CASA DEL MEDICO SA,"BISTOS CO., LTD",22DA000000045936,MAREASU21120001,2022-03-15,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS INSTRUMENTOS Y APARATOS DE MEDICINA EN:,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,TERPORT,CAMION,COREA DEL SUR,COREA DEL SUR,"41750,00","517,40","417,50","42684,90","65,00",UNIDAD,"642,31","281,00","262,00",1,UNID. DE BT-350E LED FETAL MONITOR,BISTOS,"10,00","550,00","5500,00",FIGUEREDO UCEDO EULALIA RAQUEL,CANC,BT21-1222-1390 (DOLAR ESTADOUNIDENSE),"53100,00","6964,47",V,NUEVO,"42684,90","297277706,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","29951404,00","32684911,00","47377,99","728,8922124"
LA CASA DEL MEDICO SA,"BISTOS CO., LTD",22DA000000045936,MAREASU21120001,2022-03-15,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS INSTRUMENTOS Y APARATOS DE MEDICINA EN:,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,TERPORT,CAMION,COREA DEL SUR,COREA DEL SUR,,,,,"65,00",UNIDAD,,,,2,"UNID. DE BT-740 8"" PATIENT MONITOR",BISTOS,"15,00","690,00","10350,00",FIGUEREDO UCEDO EULALIA RAQUEL,CANC,BT21-1222-1390 (DOLAR ESTADOUNIDENSE),,,V,NUEVO,,,,,SIN ACUERDO,,,,,,#DIV/0!,#DIV/0!
LA CASA DEL MEDICO SA,"BISTOS CO., LTD",22DA000000045936,MAREASU21120001,2022-03-15,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS INSTRUMENTOS Y APARATOS DE MEDICINA EN:,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,TERPORT,CAMION,COREA DEL SUR,COREA DEL SUR,,,,,"65,00",UNIDAD,,,,3,UNID. DE BT-720 VITAL SIGN MONITOR (SPO2),BISTOS,"10,00","290,00","2900,00",FIGUEREDO UCEDO EULALIA RAQUEL,CANC,BT21-1222-1390 (DOLAR ESTADOUNIDENSE),,,V,NUEVO,,,,,SIN ACUERDO,,,,,,#DIV/0!,#DIV/0!
LA CASA DEL MEDICO SA,"BISTOS CO., LTD",22DA000000045936,MAREASU21120001,2022-03-15,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS INSTRUMENTOS Y APARATOS DE MEDICINA EN:,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,TERPORT,CAMION,COREA DEL SUR,COREA DEL SUR,,,,,"65,00",UNIDAD,,,,4,"UNID. DE BT-770 12"" PATIENT MONITOR",BISTOS,"25,00","790,00","19750,00",FIGUEREDO UCEDO EULALIA RAQUEL,CANC,BT21-1222-1390 (DOLAR ESTADOUNIDENSE),,,V,NUEVO,,,,,SIN ACUERDO,,,,,,#DIV/0!,#DIV/0!
LA CASA DEL MEDICO SA,"BISTOS CO., LTD",22DA000000045936,MAREASU21120001,2022-03-15,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS INSTRUMENTOS Y APARATOS DE MEDICINA EN:,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,TERPORT,CAMION,COREA DEL SUR,COREA DEL SUR,,,,,"65,00",UNIDAD,,,,5,UNID. DE BT-350L LCD FETAL MONITOR,BISTOS,"5,00","650,00","3250,00",FIGUEREDO UCEDO EULALIA RAQUEL,CANC,BT21-1222-1390 (DOLAR ESTADOUNIDENSE),,,V,NUEVO,,,,,SIN ACUERDO,,,,,,#DIV/0!,#DIV/0!
LA CASA DEL MEDICO SA,"BISTOS CO., LTD",22DA000000045936,MAREASU21120001,2022-03-15,2,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,INSTRUMENTOS Y APARATOS DE MEDICINA EN:,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,TERPORT,CAMION,COREA DEL SUR,COREA DEL SUR,"10100,00","125,17","101,00","10326,17","155,00",UNIDAD,"65,16","59,00","57,00",1,UNID. DE BT-200L LCD FETAL DOPPLER,BISTOS,"150,00","65,00","9750,00",FIGUEREDO UCEDO EULALIA RAQUEL,CANC,BT21-1222-1390 (DOLAR ESTADOUNIDENSE),"53100,00","6964,47",V,NUEVO,"10326,17","71916301,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","7245731,00","7907011,00","11461,51","73,94519767"
LA CASA DEL MEDICO SA,"BISTOS CO., LTD",22DA000000045936,MAREASU21120001,2022-03-15,2,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,INSTRUMENTOS Y APARATOS DE MEDICINA EN:,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,TERPORT,CAMION,COREA DEL SUR,COREA DEL SUR,,,,,"155,00",UNIDAD,,,,2,UNID. DE BT-200V VASCULAR DOPPLER (5MHZ),BISTOS,"5,00","70,00","350,00",FIGUEREDO UCEDO EULALIA RAQUEL,CANC,BT21-1222-1390 (DOLAR ESTADOUNIDENSE),,,V,NUEVO,,,,,SIN ACUERDO,,,,,,#DIV/0!,#DIV/0!
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTASOUND AND PCD, LLC",22DA000000046294,2856743105,2022-04-05,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,"TRANSDUCTOR M5SC-D, PARA VIVID E95",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,JAPON,ESTADOS UNIDOS DE AMERICA,"3360,00","50,00","33,60","3443,60","1,00",UNIDAD,"3360,00","1,59","1,00",,,,,,,GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,883105087 (DOLAR ESTADOUNIDENSE),"3360,00","6924,75",R,NUEVO,"3443,60","23846069,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","2417304,00","2633226,00","3823,86","3823,86297"
TECHMED SOCIEDAD DE RESPONSABILIDAD LIMITADA,"VINNO TECNOLOGY(SUZHOU)CO.,LTD",22DA000000060600,47773600,2022-03-29,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,"1 UNIDAD DE VINNO G86 COLOR ULTRASONIC SYSTEM ,CON SUS ACCESORIOS",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,"39820,00","3077,57","45,33","42942,90","1,00",UNIDAD,"39820,00","150,00","94,00",,,,,,,DELVALLE MARCIAL,CANC,CI/PY2022021701 (DOLAR ESTADOUNIDENSE),"90000,00","6970,98",R,NUEVO,"42942,90","299354097,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","30095764,00","32803350,00","47648,60","47648,60135"
TECHMED SOCIEDAD DE RESPONSABILIDAD LIMITADA,"VINNO TECNOLOGY(SUZHOU)CO.,LTD",22DA000000060600,47773600,2022-03-29,2,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,"1 UNIDAD DE VINNO G65 COLOR ULTRASONIC SYSTEM,CON SUS ACCESORIOS CORRESPONDIENTES",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,"26732,00","2066,04","30,43","28828,47","1,00",UNIDAD,"26732,00","142,00","92,00",,,,,,,DELVALLE MARCIAL,CANC,CI/PY2022021701 (DOLAR ESTADOUNIDENSE),"90000,00","6970,98",R,NUEVO,"28828,47","200962688,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","20203918,00","22021577,00","31987,51","31987,50603"
TECHMED SOCIEDAD DE RESPONSABILIDAD LIMITADA,"VINNO TECNOLOGY(SUZHOU)CO.,LTD",22DA000000060600,47773600,2022-03-29,3,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,"1 UNIDAD DE VINNO G55 COLOR ULTRASONIC SYSTEM,CON SUS ACCESORIOS CORRESPONDIENTES",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,"16903,00","1306,39","19,24","18228,63","1,00",UNIDAD,"16903,00","105,00","50,00",,,,,,,DELVALLE MARCIAL,CANC,CI/PY2022021701 (DOLAR ESTADOUNIDENSE),"90000,00","6970,98",R,NUEVO,"18228,63","127071415,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","12775209,00","13924539,00","20226,13","20226,13093"
EDISON SOCIEDAD DE RESPONSABILIDAD LIMITADA,KONICA MINOLTA HELTCARE AMERICAS INC.,22DA000000063124,EAMIA2202498-2,2022-02-24,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,01)UNIDAD DE REGIUS 110 DIGITAL IMAGER. CON SUS PARTES Y ACCESORIOS,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,JAPON,ESTADOS UNIDOS DE AMERICA,"12281,00","985,64","51,77","13318,41","1,00",UNIDAD,"12281,00","58,00","50,00",,,,,,,SAMANIEGO PEREZ HUGO JAVIER,CANC,662249 (DOLAR ESTADOUNIDENSE),"13048,00","6954,32",V,NUEVO,"13318,41","92620485,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","9329370,00","10179393,00","14782,16","14782,16102"
STEVEN S SA,SAMSUNG MEDISON CO..LTD,22DA000000066830,SEL0276128,2022-02-23,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS EN: (1) UNIDAD TRANSDUCTOR CARDIOLÂ¿GICO MODELO PN2 - 4,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,COREA DEL SUR,"1634,62","55,44","0,21","1690,27","1,00",UNIDAD,"1634,62","1,50","1,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,9100627095 (DOLAR ESTADOUNIDENSE),"4900,00","6936,62",N,NUEVO,"1690,27","11724761,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1194588,00","1311627,00","1879,36","1879,357336"
STEVEN S SA,SAMSUNG MEDISON CO..LTD,22DA000000066830,SEL0276128,2022-02-23,2,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS APARATOS EN: (1) UNIDAD HS30 CARDIAC PACK BOARD,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,COREA DEL SUR,"3104,04","105,28","0,41","3209,73","1,00",UNIDAD,"3104,04","1,50","1,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,9100627095 (DOLAR ESTADOUNIDENSE),"4900,00","6936,62",N,NUEVO,"3209,73","22264677,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","2268457,00","2490705,00","3568,80","3568,796087"
ARGON SRL,"EDAN INSTRUMENTS, INC.",22DA000000067212,42575735,2022-03-17,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,"1.-UNIDAD ECÂ¿GRAFO, MARCA EDAN, MODELO US-60.",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,"3085,00","556,98","30,85","3672,83","1,00",UNIDAD,"3085,00","12,00","11,00",,,,,,,PEDROZO GARCETE CARLOS ALBERTO,CANC,EDAN-IM-220111ARA/22 (DOLAR ESTADOUNIDENSE),"26155,00","6971,26",V,NUEVO,"3672,83","25604253,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","2580454,00","2816420,00","4076,83","4076,834441"
TECHMED SOCIEDAD DE RESPONSABILIDAD LIMITADA,"VINNO TECNOLOGY (SUZHOU) CO,.LTD.",22DA000000078292,47771754,2022-03-28,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,1 UNIDAD DE VINNO 5 COLOR ULTRASONIC SYSTEM CON SUS ACCESORIOS CORRESPONDIENTES,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,"10015,00","1444,68","17,00","11476,68","1,00",UNIDAD,"10015,00","27,00","7,00",,,,,,,DELVALLE MARCIAL,CANC,CI/PY2022021401 (DOLAR ESTADOUNIDENSE),"13505,00","6965,64",V,NUEVO,"11476,68","79942421,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","8053215,00","8787487,00","12738,23","12738,22768"
TECHMED SOCIEDAD DE RESPONSABILIDAD LIMITADA,"VINNO TECNOLOGY (SUZHOU) CO,.LTD.",22DA000000078292,47771754,2022-03-28,2,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,"1 UNIDAD DE VINNO Q5-7L COLOR ULTRASONIC SYSTEM,CON SUS ACCESORIOS INCLUIDOS",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,"1650,00","238,01","2,80","1890,81","1,00",UNIDAD,"1650,00","22,00","0,80",,,,,,,DELVALLE MARCIAL,CANC,CI/PY2022021401 (DOLAR ESTADOUNIDENSE),"13505,00","6965,64",V,NUEVO,"1890,81","13170702,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1326786,00","1447759,00","2098,65","2098,652926"
LA CASA DEL MEDICO SA,SONOSCAPE MEDICAL,22DA000000078294,13760106,2022-03-28,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,ECOGRAFOS CON ANALISIS ESPECTRAL DOPPLER. EN : 03 UNIDADES DE ECOGRAFOS DOPPLER CON SUS PARTES CORRESPONDIENTES  DETALLADOS EN SUB ITEMS,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,"31200,00","4200,00","312,00","35712,00","3,00",UNIDAD,"10400,00","144,00","120,00",1,P20 DIAGNOSTIC COLOR DOPPLER SYSTEM,SONOSCAPE,"1,00","17500,00","17500,00",SAAB RUSSO SAMIRA BELEN,CANC,PALA20211022 (DOLAR ESTADOUNIDENSE),"31200,00","6965,64",V,NUEVO,"35712,00","248756936,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","25022432,00","27281742,00","39628,62","13209,5389"
LA CASA DEL MEDICO SA,SONOSCAPE MEDICAL,22DA000000078294,13760106,2022-03-28,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,ECOGRAFOS CON ANALISIS ESPECTRAL DOPPLER. EN : 03 UNIDADES DE ECOGRAFOS DOPPLER CON SUS PARTES CORRESPONDIENTES  DETALLADOS EN SUB ITEMS,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,,,,,"3,00",UNIDAD,,,,2,E2 DIAGNOSTIC COLOR DOPPLER SYSTEM,SONOSCAPE,"1,00","5200,00","5200,00",SAAB RUSSO SAMIRA BELEN,CANC,PALA20211022 (DOLAR ESTADOUNIDENSE),,,V,NUEVO,,,,,SIN ACUERDO,,,,,,#DIV/0!,#DIV/0!
LA CASA DEL MEDICO SA,SONOSCAPE MEDICAL,22DA000000078294,13760106,2022-03-28,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,ECOGRAFOS CON ANALISIS ESPECTRAL DOPPLER. EN : 03 UNIDADES DE ECOGRAFOS DOPPLER CON SUS PARTES CORRESPONDIENTES  DETALLADOS EN SUB ITEMS,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,,,,,"3,00",UNIDAD,,,,3,E3 DIAGNOSTIC COLOR DOPPLER SYSTEM,SONOSCAPE,"1,00","8500,00","8500,00",SAAB RUSSO SAMIRA BELEN,CANC,PALA20211022 (DOLAR ESTADOUNIDENSE),,,V,NUEVO,,,,,SIN ACUERDO,,,,,,#DIV/0!,#DIV/0!
IMESE SA,ESAOTE S.P.A,22DA000000096413,30312715,2022-04-19,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS APARATOS EN: (2) UNIDADES MY LAB SIGMA ULTRASOUND SYSTEM,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,ITALIA,ITALIA,"23466,67","603,30","237,04","24307,01","2,00",UNIDAD,"11733,33","80,00","70,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,2202401075 (MONEDA COMUN EUROPEA),"41659,29","6864,24",V,NUEVO,"24307,02","166849230,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","16793589,00","18316092,00","26975,36","13487,67751"
IMESE SA,ESAOTE S.P.A,22DA000000096413,30312715,2022-04-19,3,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS APARATOS EN: (1) UNIDAD ECÂ¿GRAFO MYLAB X6,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,ITALIA,ITALIA,"19412,28","499,08","196,09","20107,45","1,00",UNIDAD,"19412,28","57,40","45,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,2202401075 (MONEDA COMUN EUROPEA),"41659,29","6864,24",V,NUEVO,"20107,44","138022292,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","13892121,00","15151577,00","22314,76","22314,7604"
DEZETA SA,MR GLOBAL (HK) LIMITED,22DA000000099970,ASHKG257627,2022-06-10,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,SISTEMA DE DIAGNOSTICO POR UTRASONIDO CON SUS PARTES Y ACCESORIOS EN: 10 SET DE  DC-60 EXP DIAGNOSTIC ULTRASOUND SYSTEM  2147B-CTO-S01,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,HONG KONG,"173110,00","28587,15","444,58","202141,73","10,00",UNIDAD,"17311,00","1300,00","900,00",,,,,,,SCHAERER AYALA EDUARDO WASHING,CANC,30268644 (DOLAR ESTADOUNIDENSE),"205061,00","6862,58",V,NUEVO,"202141,73","1387213793,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","139461423,00","152006328,00","224291,76","22429,17564"
TECHMED SOCIEDAD DE RESPONSABILIDAD LIMITADA,VINNO TECNOLOGY(SUZHOU)CO.LTD.,22DA000000101585,1ZA552V70466130492,2022-05-10,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,1 UNIDAD DE PORTBABLE VINNO 5 COLOR ULTRASONIC SYSTEM(INLUIDING PROBE F4-12L G1-4P),IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,"8075,00","1625,84","19,71","9720,55","1,00",UNIDAD,"8075,00","11,00","7,00",,,,,,,BOBADILLA GONZALEZ LUIS ALBERT,CANC,CI/PY2022040301 (DOLAR ESTADOUNIDENSE),"9865,00","6870,82",V,NUEVO,"9720,55","66788149,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","6732520,00","7335762,00","10788,22","10788,21907"
GAESA SA,GUANGDONG BIOLIGHT MEDITECH CO LTD,22DA000000105959,63910221,2022-05-10,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,"LOS DEMAS APARATOS DE DIAGNOSTICO POR EXPLORACION ULTRASÂ¿NICA, EN: 2) UNIDADES MONITOR FETAL 12"" CODIGO: F80",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,"2000,00","424,40","20,00","2444,40","2,00",UNIDAD,"1000,00","16,00","12,00",,,,,,,ARRUA ALAS VICTOR DEJESUS,CANC,22CW012701 (DOLAR ESTADOUNIDENSE),"13710,00","6870,82",V,NUEVO,"2444,40","16795032,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1691801,00","1846000,00","2713,07","1356,536222"
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD, LLC",22DA000000116949,5162223662,2022-05-04,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,TRANSDUCTOR SECTORIAL PARA ECOGRAFO VIVID E95,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,JAPON,ESTADOS UNIDOS DE AMERICA,"8400,00","50,00","84,00","8534,00","2,00",UNIDAD,"4200,00","3,27","3,00",,,,,,,GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,887397331 (DOLAR ESTADOUNIDENSE),"8400,00","6826,70",R,NUEVO,"8534,00","58259058,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","5875515,00","6401831,00","9471,76","4735,881817"
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD, LLC",22DA000000119426,5572368970,2022-04-29,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,"INSTRUMENTOS Y APARATOS DE MEDICINA, DETALLADOS EN EL SUBITEM",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,AUSTRIA,ESTADOS UNIDOS DE AMERICA,"2686,63","50,00","26,87","2763,50","2,00",UNIDAD,"1343,31","1,36","1,00",1,PLACA DE TRANSMISION DE DATOS PARA ECOGRAFO VOLUSON E8,GE,"1,00","1197,40","1197,40",GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,886605641 (DOLAR ESTADOUNIDENSE),"2686,63","6846,81",R,NUEVO,"2763,50","18921159,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1922117,00","2093608,00","3069,28","1534,639302"
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD, LLC",22DA000000119426,5572368970,2022-04-29,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,"INSTRUMENTOS Y APARATOS DE MEDICINA, DETALLADOS EN EL SUBITEM",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,AUSTRIA,ESTADOS UNIDOS DE AMERICA,,,,,"2,00",UNIDAD,,,,2,PLACA DE RECEPCION DE DATOS PARA ECOGRAFO VOLUSON E8,GE,"1,00","1489,23","1489,23",GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,886605641 (DOLAR ESTADOUNIDENSE),,,R,NUEVO,,,,,SIN ACUERDO,,,,,,#DIV/0!,#DIV/0!
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD, LLC",22DA000000121629,9235741292,2022-04-29,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,FUENTE DE ALIMENTACION PRIMARIAPARA ECOGRAFO VOLUSON S8,IM04,IMPORTACION MENOR A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,ESTADOS UNIDOS DE AMERICA,"1737,35","50,00","17,37","1804,72","1,00",UNIDAD,"1737,35","4,85","4,00",,,,,,,GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,202832964 (DOLAR ESTADOUNIDENSE),"1737,35","6846,81",R,NUEVO,"1804,72","12356575,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1252106,00","1363973,00","2003,93","2003,932918"
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD, LLC",22DA000000122999,2671530934,2022-05-16,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,PANEL DE OPERADOR PARA ECOGRAFO LOGIQ S7,IM04,IMPORTACION MENOR A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,ESTADOS UNIDOS DE AMERICA,"2218,94","50,00","22,19","2291,13","1,00",UNIDAD,"2218,94","3,45","2,95",,,,,,,GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,888495615 (DOLAR ESTADOUNIDENSE),"2218,94","6878,99",V,NUEVO,"2291,13","15760660,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1594265,00","1736839,00","2543,61","2543,614594"
